Eid|Sid|Order|Title|Created at|Description|Course
0|0|1|Statistical Learning: 1.1 Opening Remarks|2022-10-07T16:59:45Z|This is an introductory-level course in supervised learning, with a focus on regression and classification methods. The syllabus includes: linear and polynomial regression, logistic regression and linear discriminant analysis; cross-validation and the bootstrap, model selection and regularization methods (ridge and lasso); nonlinear models, splines and generalized additive models; tree-based methods, random forests and boosting; support-vector machines; neural networks and deep learning; survival models; multiple testing. Some unsupervised learning methods are discussed: principal components and clustering (k-means and hierarchical).  This is not a math-heavy class, so we try and describe the methods without heavy reliance on formulas and complex mathematics. We focus on what we consider to be the important elements of modern data science. Computing is done in Python. There are lectures devoted to Python, giving tutorials from the ground up, and progressing with more detailed sessions that implement the techniques in each chapter.  The lectures cover all the material in An Introduction to Statistical Learning, with Applications in Python by James, Witten, Hastie, Tibshirani and Taylor (Springer, 2023). The pdf for this book is available for free on the book website.  What You'll Learn: Overview of statistical learning Linear regression Classification Resampling methods Linear model selection and regularization Moving beyond linearity Tree-based methods Support vector machines Deep learning Survival modeling Unsupervised learning Multiple testing|LvySJGj-88U
319|8|16|Stanford CS105 , 2021 , Lecture 4.2 Computer Hardware: A Closer Look at Processing|2021-08-05T21:08:19Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|x0Gh7zUsEJM
320|8|17|Stanford CS105: Intro to Computers , 2021 , Lecture 4.3 Computer Hardware: Anatomy of a Laptop|2021-08-05T21:08:19Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|lOxvIPCNm3Q
321|8|18|Stanford CS105: Introduction to Computers , 2021 , Lecture 4.4 Computer Hardware: Virtual Memory|2021-08-05T21:08:19Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|xs_jmQt5D0s
322|8|19|Stanford CS105: Introduction to Computers , 2021 , Lecture 5.1 Computer Networks: Hardware|2021-08-05T21:08:19Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|ypr3W8YbaH8
323|8|20|Stanford CS105: Introduction to Computers , 2021 , Lecture 5.2 Computer Networks: Naming|2021-08-05T21:08:19Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|wt8Z9SPPz9U
324|8|21|Stanford CS105: Introduction to Computers , 2021 , Lecture 6.1 Network Protocols: What is a Protocol|2021-08-05T21:16:13Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|_7MGRAuG3kc
325|8|22|Stanford CS105: Intro to Computers , 2021 , Lecture 6.2 Network Protocols: Protocols of the Internet|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|dxxEJbxuJOE
326|8|23|Stanford CS105: Introduction to Computers , 2021 , Lecture 7.1 Intro to HTML: Origins of the Web|2021-08-05T21:16:13Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|TtM1YJ1Z8TA
327|8|24|Stanford CS105: Intro to Computers , 2021 , Lecture 7.2 Intro to HTML: Hypertext Markup Language|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|zymolE4q_Pk
328|8|25|Stanford CS105 , 2021 , Lecture 7.3 Intro to HTML: Creating a Webpage Step-by-Step|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|6IgMedQysSw
329|8|26|Stanford CS105: Intro to Computers , 2021 , Lecture 7.4 Intro to HTML: Grammar & Vocabulary Rules|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|sYGcCi5xbtI
330|8|27|Stanford CS105: Introduction to Computers , 2021 , Lecture 8.1 - Introduction to CSS|2021-08-05T21:16:13Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|gpTIWKu36vQ
331|8|28|Stanford CS105: Introduction to Computers , 2021 , Lecture 8.2 Linking Webpages: Making Links|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|adggOmf3OEM
332|8|29|Stanford CS105: Introduction to Computers , 2021 , Lecture 8.3 Linking Webpages: Formatting Links|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|HLdDvQym5xk
333|8|30|Stanford CS105: Introduction to Computers , 2021 , Lecture 9.1 Creating Webpages: Images|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|eJ04XVHkr4s
334|8|31|Stanford CS105: Introduction to Computers , 2021 , Lecture: 9.2 Creating Webpages: Specifying Colors|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|6OxyB9yuSzo
335|8|32|Stanford CS105: Introduction to Computers , 2021 , Lecture 9.3 Hexadecimal|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|GrV6BKNlCic
336|8|33|Stanford CS105: Introduction to Computers , 2021 , Lecture 9.4 Webpage Example: Captions|2021-08-05T21:16:13Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|ro34I0AgNs0
337|8|34|Stanford CS105: Introduction to Computers , 2021 , Lecture 10.1 Creating Webpages: Adding Tables|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|2pN-U5WpJ7o
338|8|35|Stanford CS105: Introduction to Computers , 2021 , Lecture 10.2 Webpage Example: Blog|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|A3Q45MUUM4A
339|8|36|Stanford CS105: Intro to Computers , 2021 , Lec 10.3 Creating Webpages: Working with a Web Server|2021-08-05T21:16:13Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|pWSDCGNq3s0
340|8|37|Stanford CS105 , 2021 , Lecture 11.1 Webpage Layout: Overview of Layout Techniques|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|rA0lHWdsNeU
341|8|38|Stanford CS105: Introduction to Computers , 2021 , Lecture 11.2 Webpage Layout: Grid-Based Layout|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|135_QQk8cRA
342|8|39|Stanford CS105: Intro to Computers , 2021 , Lecture 12 Webpage Reproduction: The New York Times|2021-08-05T21:16:13Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|DA4jAHg8U-M
343|8|40|Stanford CS105: Introduction to Computers , 2021 , Lecture 13.1 Creating Webpages: Forms for Input|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|_k3FBZQXR5s
344|8|41|Stanford CS105: Intro to Computers , 2021 , Lecture 13.2 Webpage Reproduction: Washington Post|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|apC9HmI7DRk
345|8|42|Stanford CS105: Introduction to Computers , 2021 , Lecture 14.1 Advanced Image Techniques|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|NaLLY3zKUII
346|8|43|Stanford CS105: Introduction to Computers , 2021 , Lecture 14.2 Forms: Get vs Post|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|oSPvIhkAm1o
347|8|44|Stanford CS105: Introduction to Computers , 2021 , Lecture 14.3 Responsive Webpage Design|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|r7daBdqV7cc
348|8|45|Stanford CS105: Introduction to Computers , 2021 , Lecture 15.1 Human-Computer Interaction|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|ckhu-nU-s9c
349|8|46|Stanford CS105: Introduction to Computers , 2021 , Lecture 15.2 Website Design|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|0tAtq1vlU5w
350|8|47|Stanford CS105 , 2021 , Lecture 16.1 Intro to Python: Interacting w/ Python Shell|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|G0wGXq8kBZU
351|8|48|Stanford CS105: Intro to Computers , 2021 , Lecture 16.2 Intro to Python: Our First Python Program|2021-08-05T21:16:13Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|fF8mnKi6LTw
352|8|49|Stanford CS105: Introduction to Computers , 2021 , Lecture 17.1 About Programming|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|vBrbyb1pwtQ
353|8|50|Stanford CS105: Introduction to Computers , 2021 , Lecture 17.2 Control Structures: Conditionals|2021-08-05T21:16:12Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|J7jQPSIReSc
354|8|51|Stanford CS105: Introduction to Computers , 2021 , Lecture 18.1 Additional Python Language Features|2021-08-05T22:29:34Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|rtgP-Pxrf2o
355|8|52|Stanford CS105: Introduction to Computers , 2021 , Lecture 18.2 Lists and Loops|2021-08-05T21:48:27Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|di0KgqNDqhA
356|8|53|Stanford CS105: Introduction to Computers , 2021 , Lecture 19.1 Strings|2021-08-05T21:48:27Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|eDh5_qZ5gNc
357|8|54|Stanford CS105: Introduction to Computers , 2021 , Lecture 19.2 Working with Files|2021-08-05T21:48:28Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|F_806eRoceA
358|8|55|Stanford CS105: Introduction to Computers , 2021 , Lecture 20.1 Computer Security: Introduction|2021-08-05T21:48:28Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|dKBRavHfhfI
359|8|56|Stanford CS105: Introduction to Computers , 2021 , Lecture 20.2 Computer Security: Mechanisms|2021-08-05T21:48:28Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|4Ziwz6d94sE
360|8|57|Stanford CS105: Introduction to Computers , 2021 , Lecture 21.1 Computer Security (Attacks): Malware|2021-08-05T21:48:28Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|EwBNTOhczok
361|8|58|Stanford CS105: Intro to Computers , 2021 , Lec 21.2 Computer Security: Attack Vectors/Techniques|2021-08-05T21:48:27Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|eKrlUVhM_5k
362|8|59|Stanford CS105: Intro to Computers , 2021 , Lecture 22.1 Computer Security: Defensive Techniques|2021-08-05T21:48:28Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|8XuUtzZVgb4
363|8|60|Stanford CS105: Intro to Computers , 2021 , Lecture 22.2 Computer Security: Practical Measures|2021-08-05T21:48:27Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|imSwkC-W8KU
364|8|61|Stanford CS105: Introduction to Computers , 2021 , Lecture 23.1 Privacy and Big Data: Privacy|2021-08-05T23:00:10Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|T9aXJrLmv9w
365|8|62|Stanford CS105: Introduction to Computers , 2021 , Lecture 23.2 Privacy and Big Data: Big Data|2021-08-05T23:00:13Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|zv5A7ofqAEo
366|8|63|Stanford CS105: Introduction to Computers , 2021 , Lecture 24.1 Artificial Intelligence: What is AI|2021-08-10T16:46:34Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|kVJKb7IHbsw
367|8|64|Stanford CS105: Intro to Computers , 2021 , Lecture 24.2 Artificial Intelligence: Subfields of AI|2021-08-10T16:46:53Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|r8J-tyDWjNg
368|8|65|Stanford CS105: Introduction to Computers , 2021 , Lecture 25 Artificial Intelligence: How It's Done|2021-08-10T16:47:19Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|vat2Mxu71VE
369|8|66|Stanford CS105: Introduction to Computers , 2021 , Lecture 26.1 - Cloud Computing|2021-08-10T20:49:27Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|1r8ClbKmEtE
370|8|67|Stanford CS105: Introduction to Computers , 2021 , Lecture  26.2 Internet of Things|2021-08-10T20:49:55Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|mR4DKWoZEM4
371|8|68|Stanford CS105: Introduction to Computers , 2021 , Lecture 27.1 Theory: Analysis of Algorithms|2021-08-10T20:50:42Z|Because computing is so pervasive, students will be making decisions on computing whether they end up in business, education, working for NGOs, or working in government. We want to put CS105 graduates in the best position possible to make informed decisions on computing in both their personnel and professional lives.  Students will gain a good understanding of how computing devices work, what their limitations are, and what their strengths are. Students will gain practical skills that they can take forward from the course, including a thorough grounding in webpage development. Working with computers should be fun. We want to ensure that our students enjoy the class.|J4OnlGsym8Y
