Eid|Sid|Order|Title|Created at|Description|Course
869|33|18|21. Savings 2|2013-02-11T15:42:56Z|Instructors: Prof. Esther Duflo and Prof. Abhijit Banerjee View the complete course: http://ocw.mit.edu/14-73S11  Video lectures of the course 14.73 recorded in Spring 2011.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|p5ro4x1r16Q
870|33|19|22. Entrepreneurs and Workers|2013-02-11T15:42:56Z|Instructors: Prof. Esther Duflo and Prof. Abhijit Banerjee View the complete course: http://ocw.mit.edu/14-73S11  Video lectures of the course 14.73 recorded in Spring 2011.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|xuAD_a1OuNo
871|33|20|24. Policies, Politics: Can Evidence Play a Role in the Fight Against Poverty?|2013-02-11T15:42:56Z|Instructors: Prof. Esther Duflo and Prof. Abhijit Banerjee View the complete course: http://ocw.mit.edu/14-73S11  Video lectures of the course 14.73 recorded in Spring 2011.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|LLdc7VyZHt4
872|33|21|25. Policies, Politics: Can Evidence Play a Role in the Fight Against Poverty?, cont.|2013-02-11T15:42:56Z|Instructors: Prof. Esther Duflo and Prof. Abhijit Banerjee View the complete course: http://ocw.mit.edu/14-73S11  Video lectures of the course 14.73 recorded in Spring 2011.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|FLwiEHSEQt8
873|33|22|26. Five Thoughts in Place of a Sweeing Conclusion|2013-02-11T15:42:56Z|Instructors: Prof. Esther Duflo and Prof. Abhijit Banerjee View the complete course: http://ocw.mit.edu/14-73S11  Video lectures of the course 14.73 recorded in Spring 2011.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|6RbIUZ-ZvZs
874|34|1|Lecture 13 , MIT 21M.380 Music and Technology (Contemporary History and Aesthetics), Fall 2009|2010-06-11T18:23:27Z|Instructor: Prof. Christopher Ariza  This course is an investigation into the history and aesthetics of music and technology as deployed in experimental and popular musics from the 19th century to the present. Through original research, creative hands-on projects, readings, and lectures, the following topics will be explored. The history of radio, audio recording, and the recording studio, as well as the development of musique concrète and early electronic instruments. The creation and extension of musical interfaces by composers such as Harry Partch, John Cage, Conlon Nancarrow, and others. The exploration of electromagnetic technologies in pickups, and the development of dub, hip-hop, and turntablism. The history and application of the analog synthesizer, from the Moog modular to the Roland TR-808. The history of computer music, including music synthesis and representation languages. Contemporary practices in circuit bending, live electronics, and electro-acoustic music, as well as issues in copyright and intellectual property, will also be examined. No prerequisites.  See the complete course at: http://ocw.mit.edu/21m-380f09  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|BGL8we3QUxI
875|34|2|Lecture 12d , MIT 21M.380 Music and Technology (Contemporary History and Aesthetics), Fall 2009|2010-06-11T20:00:55Z|Instructor: Prof. Christopher Ariza  This course is an investigation into the history and aesthetics of music and technology as deployed in experimental and popular musics from the 19th century to the present. Through original research, creative hands-on projects, readings, and lectures, the following topics will be explored. The history of radio, audio recording, and the recording studio, as well as the development of musique concrète and early electronic instruments. The creation and extension of musical interfaces by composers such as Harry Partch, John Cage, Conlon Nancarrow, and others. The exploration of electromagnetic technologies in pickups, and the development of dub, hip-hop, and turntablism. The history and application of the analog synthesizer, from the Moog modular to the Roland TR-808. The history of computer music, including music synthesis and representation languages. Contemporary practices in circuit bending, live electronics, and electro-acoustic music, as well as issues in copyright and intellectual property, will also be examined. No prerequisites.  See the complete course at: http://ocw.mit.edu/21m-380f09  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|GM4pqoiS6Vg
876|34|3|Lecture 12w , MIT 21M.380 Music and Technology (Contemporary History and Aesthetics), Fall 2009|2010-06-11T20:35:58Z|Instructor: Prof. Christopher Ariza  This course is an investigation into the history and aesthetics of music and technology as deployed in experimental and popular musics from the 19th century to the present. Through original research, creative hands-on projects, readings, and lectures, the following topics will be explored. The history of radio, audio recording, and the recording studio, as well as the development of musique concrète and early electronic instruments. The creation and extension of musical interfaces by composers such as Harry Partch, John Cage, Conlon Nancarrow, and others. The exploration of electromagnetic technologies in pickups, and the development of dub, hip-hop, and turntablism. The history and application of the analog synthesizer, from the Moog modular to the Roland TR-808. The history of computer music, including music synthesis and representation languages. Contemporary practices in circuit bending, live electronics, and electro-acoustic music, as well as issues in copyright and intellectual property, will also be examined. No prerequisites.  See the complete course at: http://ocw.mit.edu/21m-380f09  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|RdkB7tbufYI
877|34|4|Lecture 16 , MIT 21M.380 Music and Technology (Contemporary History and Aesthetics), Fall 2009|2010-06-11T18:26:05Z|Instructor: Prof. Christopher Ariza  This course is an investigation into the history and aesthetics of music and technology as deployed in experimental and popular musics from the 19th century to the present. Through original research, creative hands-on projects, readings, and lectures, the following topics will be explored. The history of radio, audio recording, and the recording studio, as well as the development of musique concrète and early electronic instruments. The creation and extension of musical interfaces by composers such as Harry Partch, John Cage, Conlon Nancarrow, and others. The exploration of electromagnetic technologies in pickups, and the development of dub, hip-hop, and turntablism. The history and application of the analog synthesizer, from the Moog modular to the Roland TR-808. The history of computer music, including music synthesis and representation languages. Contemporary practices in circuit bending, live electronics, and electro-acoustic music, as well as issues in copyright and intellectual property, will also be examined. No prerequisites.  See the complete course at: http://ocw.mit.edu/21m-380f09  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|uKe1yzt1IrI
878|35|1|Video 1: Expectations|2016-10-24T19:53:23Z|View the complete course: http://ocw.mit.edu/RES-21G-001S16 Instructor: A. C. Kemp.  A collection of five videos meant to train college teaching assistants.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|b04CichdN5g
879|35|2|Video 2: Phase Diagram|2016-10-24T19:53:23Z|View the complete course: http://ocw.mit.edu/RES-21G-001S16 Instructor: A. C. Kemp.  A collection of five videos meant to train college teaching assistants.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|94YsseQIXq0
880|35|3|Video 3: Lift|2016-10-24T19:53:23Z|View the complete course: http://ocw.mit.edu/RES-21G-001S16 Instructor: A. C. Kemp.  A collection of five videos meant to train college teaching assistants.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|ZgYuF0SbPDM
881|35|4|Video 4: The First Day|2016-10-24T19:53:22Z|View the complete course: http://ocw.mit.edu/RES-21G-001S16 Instructor: A. C. Kemp.  A collection of five videos meant to train college teaching assistants.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|EGvqg0vUBmU
882|35|5|Video 5: Introductions|2016-10-24T19:53:22Z|View the complete course: http://ocw.mit.edu/RES-21G-001S16 Instructor: A. C. Kemp.  A collection of five videos meant to train college teaching assistants.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|uPsMwJ116lQ
883|35|6|Video 6: Ohm's Law (online class)|2020-11-03T22:21:40Z|View the complete course: http://ocw.mit.edu/RES-21G-001S16 Instructor: A. C. Kemp.  A collection of five videos meant to train college teaching assistants.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|3zuEzPzbNPg
884|35|7|Video 7: Graph Theory (online class)|2020-11-03T22:21:40Z|View the complete course: http://ocw.mit.edu/RES-21G-001S16 Instructor: A. C. Kemp.  A collection of five videos meant to train college teaching assistants.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|Dy4KEXJsVIY
885|36|1|1. Finance, Growth, and Volatility|2014-03-06T21:05:26Z|View the complete course: http://ocw.mit.edu/14-772S13 Instructor: Robert Townsend  Prof. Robert Townsend taught the first half of the course, 14.772 Development Economics: Macroeconomics from Spring 2013.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|0hA7nbRzOy0
886|36|2|2. Micro-Founded Macro Models|2014-03-06T21:06:37Z|View the complete course: http://ocw.mit.edu/14-772S13 Instructor: Robert Townsend  Prof. Robert Townsend taught the first half of the course, 14.772 Development Economics: Macroeconomics from Spring 2013.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|MR_Dwrf9yII
887|36|3|3. Growth, TFP, and Inequality|2014-03-06T21:06:44Z|View the complete course: http://ocw.mit.edu/14-772S13 Instructor: Robert Townsend  Prof. Robert Townsend taught the first half of the course, 14.772 Development Economics: Macroeconomics from Spring 2013.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|Q0Ponv0DBXU
888|36|4|4. Growth, TFP, Domestic and International Capital Flows|2014-03-06T21:06:53Z|View the complete course: http://ocw.mit.edu/14-772S13 Instructor: Robert Townsend  Prof. Robert Townsend taught the first half of the course, 14.772 Development Economics: Macroeconomics from Spring 2013.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|ekWxanQrsz4
889|36|5|5. Measurement in Development|2014-03-06T21:07:00Z|View the complete course: http://ocw.mit.edu/14-772S13 Instructor: Robert Townsend  Prof. Robert Townsend taught the first half of the course, 14.772 Development Economics: Macroeconomics from Spring 2013.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|AW3a2ECNFlE
890|36|6|6. Insurance|2014-03-06T21:07:07Z|View the complete course: http://ocw.mit.edu/14-772S13 Instructor: Robert Townsend  Prof. Robert Townsend taught the first half of the course, 14.772 Development Economics: Macroeconomics from Spring 2013.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|IVm21JGcwFo
891|36|7|7. Capital Asset Pricing|2014-03-06T21:07:12Z|View the complete course: http://ocw.mit.edu/14-772S13 Instructor: Robert Townsend  Prof. Robert Townsend taught the first half of the course, 14.772 Development Economics: Macroeconomics from Spring 2013.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|h6Ok8CNVOaE
892|36|8|8. Macro Approaches to Consumption Smoothing and Risk Sharing|2014-03-06T21:07:18Z|View the complete course: http://ocw.mit.edu/14-772S13 Instructor: Robert Townsend  Prof. Robert Townsend taught the first half of the course, 14.772 Development Economics: Macroeconomics from Spring 2013.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|-CASb3VeZRg
893|36|9|9. Labor and Development|2014-03-06T21:07:25Z|View the complete course: http://ocw.mit.edu/14-772S13 Instructor: Robert Townsend  Prof. Robert Townsend taught the first half of the course, 14.772 Development Economics: Macroeconomics from Spring 2013.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|w7aOU0ZAJp0
894|36|10|10. Dynamic Financial Constraints|2014-03-06T21:07:33Z|View the complete course: http://ocw.mit.edu/14-772S13 Instructor: Robert Townsend  Prof. Robert Townsend taught the first half of the course, 14.772 Development Economics: Macroeconomics from Spring 2013.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|BrvMZf2jaso
895|36|11|11. Evaluation of a Large Scale Microfinance Experiment|2014-03-06T21:07:39Z|View the complete course: http://ocw.mit.edu/14-772S13 Instructor: Robert Townsend  Prof. Robert Townsend taught the first half of the course, 14.772 Development Economics: Macroeconomics from Spring 2013.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|ONO1anWuNOk
896|36|12|12. From Reduced Form to Structural Evaluation|2014-03-06T21:07:45Z|View the complete course: http://ocw.mit.edu/14-772S13 Instructor: Robert Townsend  Prof. Robert Townsend taught the first half of the course, 14.772 Development Economics: Macroeconomics from Spring 2013.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|M7zTtKAbRn4
897|37|1|Lecture 2: Morphology, Part 1|2023-01-27T14:47:09Z|Instructor: Prof. Norvin A. Richards View the complete course: https://ocw.mit.edu/courses/24-900-introduction-to-linguistics-spring-2022/  [Note: Due to technical problems with the recording, no video is available for lectures 1 and 7.]  This class provides some answers to basic questions about the nature of human language. Throughout the course, we examine a number of ways in which human language is a complex but law-governed mental system. Much of the class is devoted to studying some core aspects of this system in detail; we also spend individual classes discussing a number of other issues, including how language is acquired, how languages change over time, language endangerment, and others.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu Support OCW at http://ow.ly/a1If50zVRlQ  We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.|Mvy5hjAWeZw
898|37|2|Lecture 3: Morphology, Part 2|2023-01-27T14:47:00Z|Instructor: Prof. Norvin A. Richards View the complete course: https://ocw.mit.edu/courses/24-900-introduction-to-linguistics-spring-2022/  [Note: Due to technical problems with the recording, no video is available for lectures 1 and 7.]  This class provides some answers to basic questions about the nature of human language. Throughout the course, we examine a number of ways in which human language is a complex but law-governed mental system. Much of the class is devoted to studying some core aspects of this system in detail; we also spend individual classes discussing a number of other issues, including how language is acquired, how languages change over time, language endangerment, and others.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu Support OCW at http://ow.ly/a1If50zVRlQ  We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.|NfD6QNY6Zzg
899|37|3|Lecture 4: Morphology, Part 3|2023-01-27T14:47:06Z|Instructor: Prof. Norvin A. Richards View the complete course: https://ocw.mit.edu/courses/24-900-introduction-to-linguistics-spring-2022/  [Note: Due to technical problems with the recording, no video is available for lectures 1 and 7.]  This class provides some answers to basic questions about the nature of human language. Throughout the course, we examine a number of ways in which human language is a complex but law-governed mental system. Much of the class is devoted to studying some core aspects of this system in detail; we also spend individual classes discussing a number of other issues, including how language is acquired, how languages change over time, language endangerment, and others.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu Support OCW at http://ow.ly/a1If50zVRlQ  We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.|vxOO8cIn398
900|37|4|Lecture 5: Phonetics, Part 1|2023-01-27T14:47:04Z|Instructor: Prof. Norvin A. Richards View the complete course: https://ocw.mit.edu/courses/24-900-introduction-to-linguistics-spring-2022/  [Note: Due to technical problems with the recording, no video is available for lectures 1 and 7.]  This class provides some answers to basic questions about the nature of human language. Throughout the course, we examine a number of ways in which human language is a complex but law-governed mental system. Much of the class is devoted to studying some core aspects of this system in detail; we also spend individual classes discussing a number of other issues, including how language is acquired, how languages change over time, language endangerment, and others.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu Support OCW at http://ow.ly/a1If50zVRlQ  We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.|xZ8mnJPu95Q
901|37|5|Lecture 6: Phonetics, Part 2|2023-01-27T14:46:26Z|Instructor: Prof. Norvin A. Richards View the complete course: https://ocw.mit.edu/courses/24-900-introduction-to-linguistics-spring-2022/  [Note: Due to technical problems with the recording, no video is available for lectures 1 and 7.]  This class provides some answers to basic questions about the nature of human language. Throughout the course, we examine a number of ways in which human language is a complex but law-governed mental system. Much of the class is devoted to studying some core aspects of this system in detail; we also spend individual classes discussing a number of other issues, including how language is acquired, how languages change over time, language endangerment, and others.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu Support OCW at http://ow.ly/a1If50zVRlQ  We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.|NVQWWXhbUvs
902|37|6|Lecture 8: Phonology, Part 1|2023-01-27T14:46:56Z|Instructor: Prof. Norvin A. Richards View the complete course: https://ocw.mit.edu/courses/24-900-introduction-to-linguistics-spring-2022/  [Note: Due to technical problems with the recording, no video is available for lectures 1 and 7.]  This class provides some answers to basic questions about the nature of human language. Throughout the course, we examine a number of ways in which human language is a complex but law-governed mental system. Much of the class is devoted to studying some core aspects of this system in detail; we also spend individual classes discussing a number of other issues, including how language is acquired, how languages change over time, language endangerment, and others.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu Support OCW at http://ow.ly/a1If50zVRlQ  We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.|SyM5j0SeDRQ
903|37|7|Lecture 9: Phonology, Part 2|2023-01-27T14:46:04Z|Instructor: Prof. Norvin A. Richards View the complete course: https://ocw.mit.edu/courses/24-900-introduction-to-linguistics-spring-2022/  [Note: Due to technical problems with the recording, no video is available for lectures 1 and 7.]  This class provides some answers to basic questions about the nature of human language. Throughout the course, we examine a number of ways in which human language is a complex but law-governed mental system. Much of the class is devoted to studying some core aspects of this system in detail; we also spend individual classes discussing a number of other issues, including how language is acquired, how languages change over time, language endangerment, and others.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu Support OCW at http://ow.ly/a1If50zVRlQ  We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.|-Pg11JHzUTo
904|37|8|Lecture 10: Phonology, Part 3|2023-01-27T14:46:43Z|Instructor: Prof. Norvin A. Richards View the complete course: https://ocw.mit.edu/courses/24-900-introduction-to-linguistics-spring-2022/  [Note: Due to technical problems with the recording, no video is available for lectures 1 and 7.]  This class provides some answers to basic questions about the nature of human language. Throughout the course, we examine a number of ways in which human language is a complex but law-governed mental system. Much of the class is devoted to studying some core aspects of this system in detail; we also spend individual classes discussing a number of other issues, including how language is acquired, how languages change over time, language endangerment, and others.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu Support OCW at http://ow.ly/a1If50zVRlQ  We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.|qb1U3_Q-7o8
905|37|9|Lecture 11: Syntax, Part 1|2023-01-27T14:46:35Z|Instructor: Prof. Norvin A. Richards View the complete course: https://ocw.mit.edu/courses/24-900-introduction-to-linguistics-spring-2022/  [Note: Due to technical problems with the recording, no video is available for lectures 1 and 7.]  This class provides some answers to basic questions about the nature of human language. Throughout the course, we examine a number of ways in which human language is a complex but law-governed mental system. Much of the class is devoted to studying some core aspects of this system in detail; we also spend individual classes discussing a number of other issues, including how language is acquired, how languages change over time, language endangerment, and others.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu Support OCW at http://ow.ly/a1If50zVRlQ  We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.|q7pPG7V2ack
906|37|10|Lecture 12: Syntax, Part 2|2023-01-27T14:46:19Z|Instructor: Prof. Norvin A. Richards View the complete course: https://ocw.mit.edu/courses/24-900-introduction-to-linguistics-spring-2022/  [Note: Due to technical problems with the recording, no video is available for lectures 1 and 7.]  This class provides some answers to basic questions about the nature of human language. Throughout the course, we examine a number of ways in which human language is a complex but law-governed mental system. Much of the class is devoted to studying some core aspects of this system in detail; we also spend individual classes discussing a number of other issues, including how language is acquired, how languages change over time, language endangerment, and others.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu Support OCW at http://ow.ly/a1If50zVRlQ  We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.|-OeyjP2zri4
907|37|11|Lecture 13: Syntax, Part 3|2023-01-27T14:46:16Z|Instructor: Prof. Norvin A. Richards View the complete course: https://ocw.mit.edu/courses/24-900-introduction-to-linguistics-spring-2022/  [Note: Due to technical problems with the recording, no video is available for lectures 1 and 7.]  This class provides some answers to basic questions about the nature of human language. Throughout the course, we examine a number of ways in which human language is a complex but law-governed mental system. Much of the class is devoted to studying some core aspects of this system in detail; we also spend individual classes discussing a number of other issues, including how language is acquired, how languages change over time, language endangerment, and others.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu Support OCW at http://ow.ly/a1If50zVRlQ  We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.|4ndEWbwbIrA
908|37|12|Lecture 14: Syntax, Part 4|2023-01-27T14:46:31Z|Instructor: Prof. Norvin A. Richards View the complete course: https://ocw.mit.edu/courses/24-900-introduction-to-linguistics-spring-2022/  [Note: Due to technical problems with the recording, no video is available for lectures 1 and 7.]  This class provides some answers to basic questions about the nature of human language. Throughout the course, we examine a number of ways in which human language is a complex but law-governed mental system. Much of the class is devoted to studying some core aspects of this system in detail; we also spend individual classes discussing a number of other issues, including how language is acquired, how languages change over time, language endangerment, and others.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu Support OCW at http://ow.ly/a1If50zVRlQ  We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.|TgwDg_svSnM
909|37|13|Lecture 15: Syntax, Part 5|2023-01-27T14:46:10Z|Instructor: Prof. Norvin A. Richards View the complete course: https://ocw.mit.edu/courses/24-900-introduction-to-linguistics-spring-2022/  [Note: Due to technical problems with the recording, no video is available for lectures 1 and 7.]  This class provides some answers to basic questions about the nature of human language. Throughout the course, we examine a number of ways in which human language is a complex but law-governed mental system. Much of the class is devoted to studying some core aspects of this system in detail; we also spend individual classes discussing a number of other issues, including how language is acquired, how languages change over time, language endangerment, and others.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu Support OCW at http://ow.ly/a1If50zVRlQ  We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.|wrcQ5wUVxd0
910|37|14|Lecture 16: Syntax, Part 6|2023-01-27T14:46:50Z|Instructor: Prof. Norvin A. Richards View the complete course: https://ocw.mit.edu/courses/24-900-introduction-to-linguistics-spring-2022/  [Note: Due to technical problems with the recording, no video is available for lectures 1 and 7.]  This class provides some answers to basic questions about the nature of human language. Throughout the course, we examine a number of ways in which human language is a complex but law-governed mental system. Much of the class is devoted to studying some core aspects of this system in detail; we also spend individual classes discussing a number of other issues, including how language is acquired, how languages change over time, language endangerment, and others.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu Support OCW at http://ow.ly/a1If50zVRlQ  We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.|ruzcPdSyn8o
911|37|15|Lecture 17: Syntax, Part 7, and Semantics, Part 1|2023-01-27T14:46:21Z|Instructor: Prof. Norvin A. Richards View the complete course: https://ocw.mit.edu/courses/24-900-introduction-to-linguistics-spring-2022/  [Note: Due to technical problems with the recording, no video is available for lectures 1 and 7.]  This class provides some answers to basic questions about the nature of human language. Throughout the course, we examine a number of ways in which human language is a complex but law-governed mental system. Much of the class is devoted to studying some core aspects of this system in detail; we also spend individual classes discussing a number of other issues, including how language is acquired, how languages change over time, language endangerment, and others.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu Support OCW at http://ow.ly/a1If50zVRlQ  We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.|Di8e2opeGA0
912|37|16|Lecture 18: Semantics, Part 2|2023-01-27T14:46:45Z|Instructor: Prof. Norvin A. Richards View the complete course: https://ocw.mit.edu/courses/24-900-introduction-to-linguistics-spring-2022/  [Note: Due to technical problems with the recording, no video is available for lectures 1 and 7.]  This class provides some answers to basic questions about the nature of human language. Throughout the course, we examine a number of ways in which human language is a complex but law-governed mental system. Much of the class is devoted to studying some core aspects of this system in detail; we also spend individual classes discussing a number of other issues, including how language is acquired, how languages change over time, language endangerment, and others.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu Support OCW at http://ow.ly/a1If50zVRlQ  We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.|UXG4JImev-s
913|37|17|Lecture 19: Semantics, Part 3|2023-01-27T14:46:47Z|Instructor: Prof. Norvin A. Richards View the complete course: https://ocw.mit.edu/courses/24-900-introduction-to-linguistics-spring-2022/  [Note: Due to technical problems with the recording, no video is available for lectures 1 and 7.]  This class provides some answers to basic questions about the nature of human language. Throughout the course, we examine a number of ways in which human language is a complex but law-governed mental system. Much of the class is devoted to studying some core aspects of this system in detail; we also spend individual classes discussing a number of other issues, including how language is acquired, how languages change over time, language endangerment, and others.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu Support OCW at http://ow.ly/a1If50zVRlQ  We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.|vWC6Q3Dv1ws
914|37|18|Lecture 20: Semantics, Part 4|2023-01-27T14:46:08Z|Instructor: Prof. Norvin A. Richards View the complete course: https://ocw.mit.edu/courses/24-900-introduction-to-linguistics-spring-2022/  [Note: Due to technical problems with the recording, no video is available for lectures 1 and 7.]  This class provides some answers to basic questions about the nature of human language. Throughout the course, we examine a number of ways in which human language is a complex but law-governed mental system. Much of the class is devoted to studying some core aspects of this system in detail; we also spend individual classes discussing a number of other issues, including how language is acquired, how languages change over time, language endangerment, and others.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu Support OCW at http://ow.ly/a1If50zVRlQ  We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.|VymHeBjublw
