Eid|Sid|Order|Title|Created at|Description|Course
689|10|41|Force of friction keeping the block stationary , Physics , Khan Academy|2011-06-20T17:20:36Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|v8ODIMqbQ44
690|10|42|Correction to force of friction keeping the block stationary , Physics , Khan Academy|2011-06-20T18:00:23Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|BukTc4q9BMc
691|10|43|Force of friction keeping velocity constant , Physics , Khan Academy|2011-06-20T18:07:08Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|iA7Thhnzc64
692|10|44|Intuition on static and kinetic friction comparisons , Physics , Khan Academy|2011-06-20T18:31:35Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|J9BWNiOSGlc
693|10|45|Static and kinetic friction example , Forces and Newton's laws of motion , Physics , Khan Academy|2011-06-20T19:23:45Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|ZA_D4O6l1lo
694|10|46|Introduction to tension , Forces and Newton's laws of motion , Physics , Khan Academy|2008-02-08T23:51:10Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|_UrfHFEBIpU
695|10|47|Introduction to tension (part 2) , Forces and Newton's laws of motion , Physics , Khan Academy|2008-02-09T17:06:31Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|zwDJ1wVr7Is
696|10|48|Tension in an accelerating system and pie in the face , Physics , Khan Academy|2008-02-10T19:21:45Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|52wxpYnS64U
697|10|49|Private video||Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|J5GJgtZN6GE
698|10|50|Private video||Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|aHro1hCjukQ
699|10|51|Introduction to momentum , Impacts and linear momentum , Physics , Khan Academy|2008-02-13T02:00:58Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|XFhntPxow0U
700|10|52|Momentum: Ice skater throws a ball , Impacts and linear momentum , Physics , Khan Academy|2008-02-14T01:01:50Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|vPkkCOlGND4
701|10|53|2-dimensional momentum problem , Impacts and linear momentum , Physics , Khan Academy|2008-02-14T02:03:54Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|CFygKiTB-4A
702|10|54|2-dimensional momentum problem (part 2) , Physics , Khan Academy|2008-02-14T02:36:05Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|leudxqivIJI
703|10|55|Introduction to work and energy , Work and energy , Physics , Khan Academy|2008-02-17T19:46:30Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|2WS1sG9fhOk
704|10|56|Work and energy (part 2) , Work and energy , Physics , Khan Academy|2008-02-17T19:45:18Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|3mier94pbnU
705|10|57|Conservation of energy , Work and energy , Physics , Khan Academy|2008-02-17T20:10:46Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|kw_4Loo1HR4
706|10|58|Work/energy problem with friction , Work and energy , Physics , Khan Academy|2008-02-18T02:16:25Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|YvacYWgygaA
707|10|59|Introduction to mechanical advantage , Work and energy , Physics , Khan Academy|2008-02-18T19:38:15Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|pfzJ-z5Ij48
708|10|60|Mechanical advantage (part 2) , Work and energy , Physics , Khan Academy|2008-02-18T19:40:53Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|DiBXxWBrV24
709|10|61|Mechanical advantage (part 3) , Work and energy , Physics , Khan Academy|2008-02-18T21:48:45Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|vSsK7Rfa3yA
710|10|62|Center of mass , Impacts and linear momentum , Physics , Khan Academy|2008-03-05T02:55:16Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|VrflZifKIuw
711|10|63|Introduction to torque , Moments, torque, and angular momentum , Physics , Khan Academy|2008-03-05T03:56:14Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|QhuJn8YBtmg
712|10|64|Moments , Moments, torque, and angular momentum , Physics , Khan Academy|2008-05-23T20:39:42Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|ESusD8HRLBI
713|10|65|Moments (part 2) , Moments, torque, and angular momentum , Physics , Khan Academy|2008-05-23T21:07:09Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|peXbz0frV74
714|10|66|Unit vector notation , Two-dimensional motion , Physics , Khan Academy|2008-03-25T22:59:20Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|FaF3v-ezbSk
715|10|67|Unit vector notation (part 2) , Two-dimensional motion , Physics , Khan Academy|2008-03-25T23:25:52Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|595Tiga1gIg
716|10|68|Private video||Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|oYpEaB9_am8
717|10|69|Private video||Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|9VBa4o8rz0Y
718|10|70|Projectile motion with ordered set notation , Physics , Khan Academy|2008-03-26T17:50:10Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|jl_gQ-eL3xo
719|10|71|Centripetal force and acceleration intuition , Physics , Khan Academy|2011-11-22T16:43:29Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|vZOk8NnjILg
720|10|72|Visual understanding of centripetal acceleration formula , Physics , Khan Academy|2011-11-22T17:55:03Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|NH1_sO8QY3o
721|10|73|Relationship between angular velocity and speed , Physics , Khan Academy|2011-11-22T19:49:14Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|zAx61CO5mDw
722|10|74|Calculus proof of centripetal acceleration formula , Physics , Khan Academy|2011-11-22T19:54:12Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|XjCEumlJBno
723|10|75|Loop de loop question , Centripetal force and gravitation , Physics , Khan Academy|2011-11-23T20:00:15Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|wjZb3zPuoeA
724|10|76|Loop de loop answer part 1 , Centripetal force and gravitation , Physics , Khan Academy|2011-11-23T20:03:09Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|4SQDybFjhRE
725|10|77|Loop de loop answer part 2 , Centripetal force and gravitation , Physics , Khan Academy|2011-11-23T20:05:10Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|zcnnZz2pCSg
726|10|78|Acceleration due to gravity at the space station , Physics , Khan Academy|2011-11-23T19:56:20Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|R5CRZONOHCU
727|10|79|Space station speed in orbit , Centripetal force and gravitation , Physics , Khan Academy|2011-11-23T19:59:20Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|9BNkmfHYYYI
728|10|80|Conservation of angular momemtum|2008-04-10T22:55:24Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|s_R8d3isJDA
729|10|81|Introduction to Newton's law of gravitation , Physics , Khan Academy|2008-04-15T03:40:40Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|391txUI76gM
730|10|82|Gravitation (part 2) , Centripetal force and gravitation , Physics , Khan Academy|2008-04-15T03:35:59Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|8i0j3j16yFk
731|10|83|Intro to springs and Hooke's law , Work and energy , Physics , Khan Academy|2008-04-15T22:53:36Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|ZzwuHS9ldbY
732|10|84|Potential energy stored in a spring , Work and energy , Physics , Khan Academy|2008-04-16T01:13:34Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|eVl5zs6Lqy0
733|10|85|Spring potential energy example (mistake in math) , Physics , Khan Academy|2008-04-16T02:28:02Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|P3QV9ktuYlQ
734|10|86|Introduction to harmonic motion , Oscillatory motion , Physics , Khan Academy|2008-04-17T23:48:16Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|Nk2q-_jkJVs
735|10|87|Harmonic motion part 2 (calculus) , Oscillatory motion , Physics , Khan Academy|2008-04-17T23:51:56Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|xoUppFlif04
736|10|88|Harmonic motion part 3 (no calculus) , Oscillatory motion , Physics , Khan Academy|2008-04-17T23:56:49Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|oqBHBO8cqLI
737|10|89|Pressure and Pascal's principle (part 1) , Fluids , Physics , Khan Academy|2008-04-19T23:04:41Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|Pn5YEMwQb4Y
738|10|90|Pressure and Pascal's principle (part 2) , Fluids , Physics , Khan Academy|2008-04-19T23:06:49Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|lWDtFHDVqqk
739|10|91|Pressure at a depth in a fluid , Fluids , Physics , Khan Academy|2008-04-19T23:18:19Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|5EWjlpc0S00
740|10|92|Finding height of fluid in a barometer , Fluids , Physics , Khan Academy|2008-04-19T23:15:17Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|i6gz9VFyYks
741|10|93|Archimedes principle and buoyant force , Fluids , Physics , Khan Academy|2008-04-20T01:03:59Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|vzID7ds600c
742|10|94|Buoyant force example problems , Fluids , Physics , Khan Academy|2008-04-20T01:25:14Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|wwjtuZ5vTvc
743|10|95|Volume flow rate and equation of continuity , Fluids , Physics , Khan Academy|2008-04-20T04:01:45Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|G4CgOF4ccXk
744|10|96|Bernoulli's equation (part 1) , Fluids , Physics , Khan Academy|2008-04-20T04:13:01Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|uqyLOuAzbvo
745|10|97|Bernoulli's equation (part 2) , Fluids , Physics , Khan Academy|2008-04-20T04:32:15Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|QX2YLR09Q78
746|10|98|Bernoulli's equation (part 3) , Fluids , Physics , Khan Academy|2008-04-20T05:12:40Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|NGpJPz44JYc
747|10|99|Bernoulli's equation (part 4) , Fluids , Physics , Khan Academy|2008-04-20T05:25:30Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|HnfBFeLunk4
748|10|100|Bernoulli's example problem , Fluids , Physics , Khan Academy|2008-04-20T05:59:33Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|xlJYYM5TWoA
749|10|101|Thermodynamics part 1: Molecular theory of gases , Physics , Khan Academy|2008-04-25T01:46:15Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|tQcB9BLUoVI
750|10|102|Thermodynamics part 2: Ideal gas law , Thermodynamics , Physics , Khan Academy|2008-04-25T01:56:46Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|x34OTtDE5q8
751|10|103|Thermodynamics part 3: Kelvin scale and Ideal gas law example , Physics , Khan Academy|2008-04-25T02:04:12Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|HvYUKRMT0VI
752|10|104|Thermodynamics part 4: Moles and the ideal gas law , Physics , Khan Academy|2008-04-25T02:30:32Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|5B1i26dUwME
753|10|105|Thermodynamics part 5: Molar ideal gas law problem , Physics , Khan Academy|2008-04-25T02:46:20Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|UekR9J31a2o
754|10|106|Electrostatics (part 1): Introduction to Charge and Coulomb's Law|2010-01-23T20:34:30Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|NXMgvrS8Gr8
755|10|107|Electric field , Electric charge, electric force, and voltage , Physics , Khan Academy|2008-05-13T22:39:02Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|0YOGrTNgGhE
756|10|108|Proof: Field from infinite plate (part 1) , Electrostatics , Electrical engineering , Khan Academy|2008-05-14T00:18:12Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|prLfVucoxpw
757|10|109|Proof: Field from infinite plate (part 2) , Electrostatics , Electrical engineering , Khan Academy|2008-05-14T00:21:26Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|TxwE4_dXo8s
758|10|110|Electric potential energy , Electrostatics , Electrical engineering , Khan Academy|2008-05-23T01:07:33Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|elJUghWSVh4
759|10|111|Electric potential energy (part 2-- involves calculus) , Physics , Khan Academy|2008-05-23T17:00:19Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|CqsYCIjSm9A
760|10|112|Voltage , Electric charge, electric force, and voltage , Physics , Khan Academy|2008-05-23T18:19:03Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|zqGvUbvVQXg
761|10|113|Capacitance , Circuits , Physics , Khan Academy|2008-05-23T19:59:35Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|ngOC4eUQl8Y
762|10|114|Introduction to circuits and Ohm's law , Circuits , Physics , Khan Academy|2008-05-24T20:47:42Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|3o8_EARoMtg
763|10|115|Resistors in series , Circuits , Physics , Khan Academy|2008-05-24T20:39:46Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|7vHh1sfZ5KE
764|10|116|Resistors in parallel , Circuits , Physics , Khan Academy|2008-05-24T21:06:53Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|ZrMw7P6P2Gw
765|10|117|Example: Analyzing a more complex resistor circuit , Physics , Khan Academy|2008-05-24T21:28:35Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|3NcIK0s3IwU
766|10|118|Cross product 1 , Magnetic forces, magnetic fields, and Faraday's law , Physics , Khan Academy|2008-07-30T02:24:14Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|zA0fvwtvgvA
767|10|119|Cross product 2 , Magnetic forces, magnetic fields, and Faraday's law , Physics , Khan Academy|2008-07-30T02:29:47Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|o_puKe_lTKk
768|10|120|Cross product and torque , Moments, torque, and angular momentum , Physics , Khan Academy|2008-07-30T03:04:36Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|s38l6nmTrvM
769|10|121|Introduction to magnetism , Physics , Khan Academy|2008-07-30T23:23:51Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|8Y4JSp5U82I
770|10|122|Magnetic force on a charge , Physics , Khan Academy|2008-07-31T03:05:11Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|NnlAI4ZiUrQ
771|10|123|Magnetic force on a proton example (part 1) , Physics , Khan Academy|2008-07-31T03:06:56Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|LTuGQy4rmmo
772|10|124|Magnetic force on a proton example (part 2) , Physics , Khan Academy|2008-07-31T03:04:16Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|b1QFKLZC11U
773|10|125|Magnetic force on a current carrying wire , Physics , Khan Academy|2008-08-01T03:09:07Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|jQ2nD8ZGeEw
774|10|126|Magnetic field created by a current carrying wire , Physics , Khan Academy|2008-08-02T01:46:32Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|Ri557hvwhcM
775|10|127|Magnetic force between two currents going in the same direction , Khan Academy|2008-08-02T18:42:33Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|l3hw0twZSCc
776|10|128|Magnetic force between two currents going in opposite directions , Khan Academy|2008-08-02T18:43:38Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|4tctB1wZNiI
777|10|129|Electric motors (part 1) , Physics , Khan Academy|2008-08-03T23:16:53Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|pAgPfr7MkkU
778|10|130|Electric motors (part 2) , Physics , Khan Academy|2008-08-03T23:21:46Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|cePkWyXRvIQ
779|10|131|Electric motors (part 3) , Physics , Khan Academy|2008-08-04T00:59:37Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|XMkUDyl1ZRo
780|10|132|Induced current in a wire , Physics , Khan Academy|2008-08-04T05:07:53Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|KuUMUvwvML8
781|10|133|The dot product , Magnetic forces, magnetic fields, and Faraday's law , Physics , Khan Academy|2008-08-09T02:40:03Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|KDHuWxy53uM
782|10|134|Dot vs. cross product , Physics , Khan Academy|2008-08-09T02:59:05Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|E34CftP455k
783|10|135|Calculating dot and cross products with unit vector notation , Physics , Khan Academy|2008-08-09T03:53:43Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|enr7JqvehJs
784|10|136|Introduction to waves , Mechanical waves and sound , Physics , Khan Academy|2010-03-15T20:45:45Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|c38H6UKt3_I
785|10|137|Amplitude, period, frequency and wavelength of periodic waves , Physics , Khan Academy|2010-03-16T19:54:59Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|tJW_a6JeXD8
786|10|138|Introduction to the doppler effect , Mechanical waves and sound , Physics , Khan Academy|2010-06-03T22:18:23Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|dc7l7Qqa8xk
787|10|139|Doppler effect formula for observed frequency , Physics , Khan Academy|2010-06-05T21:04:06Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|kGrk6V8tWDY
788|10|140|Doppler effect formula when source is moving away , Physics , Khan Academy|2010-06-05T21:40:59Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|KkJ0wL9f2VY
789|10|141|When the source and the wave move at the same velocity , Physics , Khan Academy|2010-06-06T22:17:22Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|4Xgk3vusxT8
790|10|142|Mach numbers , Mechanical waves and sound , Physics , Khan Academy|2010-06-07T16:57:48Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|VlaGxYjnoPY
791|10|143|Specular and diffuse reflection , Geometric optics , Physics , Khan Academy|2010-12-08T17:00:14Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|sd0BOnN6aNY
792|10|144|Specular and diffuse reflection 2 , Geometric optics , Physics , Khan Academy|2010-12-08T19:50:20Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|XR52dXLyz-M
793|10|145|Refraction and Snell's law , Geometric optics , Physics , Khan Academy|2010-12-08T23:19:29Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|y55tzg_jW9I
794|10|146|Refraction in water , Geometric optics , Physics , Khan Academy|2010-12-08T23:25:40Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|jxptCXHLxKQ
795|10|147|Snell's law example 1 , Geometric optics , Physics , Khan Academy|2010-12-09T00:09:07Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|HahjsBApxLE
796|10|148|Snell's law example 2 , Geometric optics , Physics , Khan Academy|2010-12-09T00:58:47Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|10LuSfZZa3E
797|10|149|Total internal reflection , Geometric optics , Physics , Khan Academy|2010-12-09T16:32:21Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|WRuatAcd2WY
798|10|150|Virtual image , Geometric optics , Physics , Khan Academy|2010-12-09T17:15:41Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|nrOg85VPQgw
799|10|151|Parabolic mirrors and real images , Geometric optics , Physics , Khan Academy|2010-12-09T20:27:09Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|8X1AS9qD5AQ
800|10|152|Parabolic mirrors 2 , Geometric optics , Physics , Khan Academy|2010-12-09T21:06:06Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|7m0u6dxA5Xo
801|10|153|Convex parabolic mirrors , Geometric optics , Physics , Khan Academy|2010-12-09T21:55:23Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|dWY25vb1ZB0
802|10|154|Convex lenses , Geometric optics , Physics , Khan Academy|2010-12-09T22:39:45Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|K0sjZ5nqQ7g
803|10|155|Convex lens examples , Geometric optics , Physics , Khan Academy|2010-12-10T17:45:25Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|xxF_mdoZom0
804|10|156|Concave lenses , Geometric optics , Physics , Khan Academy|2010-12-10T18:07:44Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|Vh70PyitQzo
805|10|157|Object image and focal distance relationship (proof of formula) , Physics , Khan Academy|2010-12-10T22:05:50Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|rse0I7rZ8jM
806|10|158|Object image height and distance relationship , Geometric optics , Physics , Khan Academy|2010-12-10T22:34:38Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|acQYX4nwhCk
807|10|159|Viewing g as the value of Earth's gravitational field near the surface , Khan Academy|2011-11-28T16:29:13Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|1E3Z_R5AHdg
808|10|160|Choosing kinematic equations , One-dimensional motion , AP Physics 1 , Khan Academy|2016-10-24T16:37:57Z|Projectile motion, mechanics and electricity and magnetism.  Solid understanding of algebra and a basic understanding of trigonometry necessary.|P3jCdsWJa38
809|11|1|Glucose Insulin and Diabetes|2011-04-04T14:45:57Z|Videos about medicine and the healthcare system|rPLjSY00JlE
810|11|2|Blood Sugar Levels|2011-04-04T16:11:00Z|Videos about medicine and the healthcare system|JSFiOF7xGfE
811|11|3|Glucose Concentration Conversion|2011-04-04T20:59:30Z|Videos about medicine and the healthcare system|j37Mx24JHC4
812|11|4|A1C Levels|2011-04-05T16:04:49Z|Videos about medicine and the healthcare system|MOH33-jFOwo
813|11|5|Heart disease and heart attacks , Miscellaneous , Heatlh & Medicine , Khan Academy|2011-08-02T14:34:13Z|Videos about medicine and the healthcare system|vYnreB1duro
814|11|6|Thromboemboli and thromboembolisms , Miscellaneous , Heatlh & Medicine , Khan Academy|2011-04-06T19:03:22Z|Videos about medicine and the healthcare system|h0207xMD6b8
815|11|7|Stenosis, ischemia and heart failure , Miscellaneous , Heatlh & Medicine , Khan Academy|2011-04-06T19:52:57Z|Videos about medicine and the healthcare system|3858MaULDdI
816|11|8|Strokes , Miscellaneous , Heatlh & Medicine , Khan Academy|2011-04-07T19:57:07Z|Videos about medicine and the healthcare system|xbyfeEW56Nc
817|11|9|Normal colon tissue , Gastrointestinal system diseases , Health & Medicine , Khan Academy|2011-08-19T23:55:14Z|Videos about medicine and the healthcare system|fif5ghe8JM0
